,Lead_ID,Lead_Source,Sales_Rep,Industry,Region,Created_Date,Qualified_Date,Demo_Date,Proposal_Date,Closed_Date,Deal_Status,Deal_Value,Qualified_Flag,Demo_Flag,Proposal_Flag,Won_Flag,Days_to_Qualify,Days_to_Demo,Days_to_Proposal,Days_to_Close
11069,LEAD_106789,Website,Amit Verma,Healthcare,South,2025-03-13 10:41:08.238817,2025-03-18 10:41:08.238817,2025-03-25 10:41:08.238817,2025-04-03 10:41:08.238817,2025-04-12 10:41:08.238817,Lost,0.0,1,1,1,0,5.0,7.0,9.0,9.0
4990,LEAD_107733,Nan,Rahul Sharma,Education,North,2025-03-14 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-23 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,4.0,,
14310,LEAD_109765,Google Ads,Amit Verma,Education,North,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
10587,LEAD_114812,Nan,Amit Verma,Healthcare,South,2025-03-14 10:41:08.238817,2025-03-15 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
13192,LEAD_101076,Facebook,Rahul Sharma,Education,South,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
10166,LEAD_113249,Facebook,Amit Verma,Education,East,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
5951,LEAD_102581,Website,Nan,IT,Unknown,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
2844,LEAD_112744,Linkedin,Rahul Sharma,IT,East,2025-03-14 10:41:08.238817,2025-03-16 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
16213,LEAD_102847,Linkedin,Priya Mehta,IT,East,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
14891,LEAD_108376,Google Ads,Rahul Sharma,Unknown,Unknown,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
4197,LEAD_112377,Nan,Priya Mehta,Retail,Unknown,2025-03-14 10:41:08.238817,2025-03-15 10:41:08.238817,2025-03-22 10:41:08.238817,2025-04-10 10:41:08.238817,2025-04-13 10:41:08.238817,Lost,0.0,1,1,1,0,1.0,7.0,19.0,3.0
17646,LEAD_104504,Nan,Priya Mehta,IT,East,2025-03-14 10:41:08.238817,2025-03-21 10:41:08.238817,2025-04-02 10:41:08.238817,2025-04-16 10:41:08.238817,2025-04-26 10:41:08.238817,Lost,0.0,1,1,1,0,7.0,12.0,14.0,10.0
509,LEAD_101350,Google Ads,Rahul Sharma,Retail,North,2025-03-14 10:41:08.238817,2025-03-23 10:41:08.238817,2025-03-27 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,4.0,,
4828,LEAD_113144,Facebook,Amit Verma,Finance,West,2025-03-14 10:41:08.238817,2025-03-15 10:41:08.238817,2025-03-21 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,6.0,,
492,LEAD_113117,Facebook,Amit Verma,Retail,East,2025-03-14 10:41:08.238817,2025-03-21 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
216,LEAD_113750,Facebook,Priya Mehta,IT,West,2025-03-14 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-04 10:41:08.238817,2025-04-20 10:41:08.238817,2025-04-22 10:41:08.238817,Won,18339.0,1,1,1,1,9.0,12.0,16.0,2.0
933,LEAD_102255,Google Ads,Rohit Kapoor,Finance,South,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
15549,LEAD_114188,Nan,Priya Mehta,Retail,South,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
881,LEAD_109194,Google Ads,Neha Singh,Unknown,South,2025-03-14 10:41:08.238817,2025-03-15 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
16037,LEAD_116425,Facebook,Amit Verma,IT,North,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
10353,LEAD_109752,Website,Amit Verma,Retail,Unknown,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
3358,LEAD_107586,Facebook,Priya Mehta,Education,South,2025-03-14 10:41:08.238817,2025-03-17 10:41:08.238817,2025-03-25 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,8.0,,
6263,LEAD_109346,Website,Amit Verma,Finance,South,2025-03-14 10:41:08.238817,2025-03-15 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
8769,LEAD_104816,Google Ads,Rohit Kapoor,Healthcare,North,2025-03-14 10:41:08.238817,2025-03-16 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
9758,LEAD_116607,Linkedin,Rahul Sharma,Unknown,North,2025-03-14 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-03 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,11.0,,
2877,LEAD_110413,Facebook,Rahul Sharma,Retail,South,2025-03-14 10:41:08.238817,2025-03-19 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
10388,LEAD_107779,Linkedin,Neha Singh,Education,South,2025-03-14 10:41:08.238817,2025-03-20 10:41:08.238817,2025-03-27 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,7.0,,
3934,LEAD_117796,Website,Rahul Sharma,Unknown,North,2025-03-14 10:41:08.238817,2025-03-19 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
7163,LEAD_110307,Website,Rohit Kapoor,Retail,East,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
17384,LEAD_110979,Linkedin,Amit Verma,IT,North,2025-03-14 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-01 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,9.0,,
12110,LEAD_114050,Nan,Rahul Sharma,Finance,North,2025-03-14 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-22 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,3.0,,
1498,LEAD_102025,Facebook,Neha Singh,Retail,Unknown,2025-03-14 10:41:08.238817,2025-03-19 10:41:08.238817,2025-04-01 10:41:08.238817,2025-04-08 10:41:08.238817,2025-04-22 10:41:08.238817,Lost,0.0,1,1,1,0,5.0,13.0,7.0,14.0
5370,LEAD_113906,Linkedin,Neha Singh,IT,West,2025-03-14 10:41:08.238817,2025-03-23 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
46,LEAD_109012,Facebook,Amit Verma,Healthcare,Unknown,2025-03-14 10:41:08.238817,2025-03-17 10:41:08.238817,2025-03-22 10:41:08.238817,2025-03-27 10:41:08.238817,2025-04-10 10:41:08.238817,Lost,0.0,1,1,1,0,3.0,5.0,5.0,14.0
5418,LEAD_105906,Google Ads,Rohit Kapoor,Retail,North,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
3622,LEAD_107565,Website,Rohit Kapoor,IT,East,2025-03-14 10:41:08.238817,2025-03-22 10:41:08.238817,2025-03-31 10:41:08.238817,2025-04-02 10:41:08.238817,2025-04-15 10:41:08.238817,Won,63704.0,1,1,1,1,8.0,9.0,2.0,13.0
3562,LEAD_112567,Website,Nan,Unknown,West,2025-03-14 10:41:08.238817,2025-03-22 10:41:08.238817,,,,Lost,0.0,1,0,0,0,8.0,,,
13967,LEAD_105688,Referral,Amit Verma,IT,East,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
1811,LEAD_111459,Website,Nan,Healthcare,North,2025-03-14 10:41:08.238817,2025-03-19 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
4574,LEAD_102044,Linkedin,Rohit Kapoor,Education,South,2025-03-14 10:41:08.238817,2025-03-15 10:41:08.238817,2025-03-22 10:41:08.238817,2025-03-23 10:41:08.238817,2025-03-25 10:41:08.238817,Won,125687.0,1,1,1,1,1.0,7.0,1.0,2.0
1862,LEAD_116043,Facebook,Priya Mehta,Education,North,2025-03-14 10:41:08.238817,2025-03-22 10:41:08.238817,,,,Lost,0.0,1,0,0,0,8.0,,,
5984,LEAD_107699,Website,Rahul Sharma,Finance,South,2025-03-14 10:41:08.238817,2025-03-16 10:41:08.238817,2025-03-19 10:41:08.238817,2025-04-03 10:41:08.238817,2025-04-05 10:41:08.238817,Won,7702.0,1,1,1,1,2.0,3.0,15.0,2.0
17682,LEAD_113190,Google Ads,Amit Verma,Finance,Unknown,2025-03-14 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-02 10:41:08.238817,2025-04-18 10:41:08.238817,2025-04-20 10:41:08.238817,Lost,0.0,1,1,1,0,9.0,10.0,16.0,2.0
16956,LEAD_116927,Google Ads,Priya Mehta,Education,East,2025-03-14 10:41:08.238817,2025-03-16 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
3576,LEAD_108608,Linkedin,Rahul Sharma,IT,North,2025-03-14 10:41:08.238817,2025-03-20 10:41:08.238817,2025-03-24 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,4.0,,
16576,LEAD_112788,Linkedin,Rahul Sharma,Education,West,2025-03-14 10:41:08.238817,2025-03-22 10:41:08.238817,,,,Lost,0.0,1,0,0,0,8.0,,,
5758,LEAD_108307,Facebook,Priya Mehta,IT,Unknown,2025-03-14 10:41:08.238817,2025-03-18 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
8231,LEAD_103088,Facebook,Amit Verma,Unknown,South,2025-03-14 10:41:08.238817,2025-03-18 10:41:08.238817,2025-03-27 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,9.0,,
423,LEAD_104832,Website,Rahul Sharma,Healthcare,West,2025-03-14 10:41:08.238817,2025-03-20 10:41:08.238817,2025-03-21 10:41:08.238817,2025-04-06 10:41:08.238817,2025-04-13 10:41:08.238817,Won,105425.0,1,1,1,1,6.0,1.0,16.0,7.0
8260,LEAD_109266,Facebook,Nan,Finance,South,2025-03-14 10:41:08.238817,2025-03-15 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
12805,LEAD_101389,Google Ads,Priya Mehta,Unknown,Unknown,2025-03-14 10:41:08.238817,2025-03-22 10:41:08.238817,2025-03-28 10:41:08.238817,2025-04-09 10:41:08.238817,2025-04-12 10:41:08.238817,Lost,0.0,1,1,1,0,8.0,6.0,12.0,3.0
5216,LEAD_115208,Website,Rahul Sharma,Retail,South,2025-03-14 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-05 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,13.0,,
9960,LEAD_109448,Website,Rahul Sharma,Education,East,2025-03-14 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
17081,LEAD_104359,Referral,Nan,Unknown,South,2025-03-14 10:41:08.238817,2025-03-17 10:41:08.238817,2025-03-31 10:41:08.238817,2025-04-17 10:41:08.238817,2025-05-01 10:41:08.238817,Won,10446.0,1,1,1,1,3.0,14.0,17.0,14.0
1764,LEAD_104993,Referral,Neha Singh,Education,East,2025-03-15 10:41:08.238817,2025-03-24 10:41:08.238817,2025-03-27 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,3.0,,
12556,LEAD_117360,Website,Amit Verma,Healthcare,Unknown,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
12096,LEAD_113166,Website,Neha Singh,Unknown,North,2025-03-15 10:41:08.238817,2025-03-16 10:41:08.238817,2025-03-30 10:41:08.238817,2025-04-05 10:41:08.238817,2025-04-11 10:41:08.238817,Won,22177.0,1,1,1,1,1.0,14.0,6.0,6.0
1523,LEAD_105023,Website,Amit Verma,Retail,South,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16882,LEAD_115998,Website,Rahul Sharma,Healthcare,West,2025-03-15 10:41:08.238817,2025-03-21 10:41:08.238817,2025-03-28 10:41:08.238817,2025-04-13 10:41:08.238817,2025-04-21 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,7.0,16.0,8.0
3502,LEAD_110016,Referral,Rahul Sharma,Unknown,Unknown,2025-03-15 10:41:08.238817,2025-03-23 10:41:08.238817,2025-03-31 10:41:08.238817,2025-04-03 10:41:08.238817,2025-04-05 10:41:08.238817,Lost,0.0,1,1,1,0,8.0,8.0,3.0,2.0
17676,LEAD_107526,Website,Neha Singh,IT,South,2025-03-15 10:41:08.238817,2025-03-21 10:41:08.238817,2025-03-22 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,1.0,,
3714,LEAD_117700,Google Ads,Rahul Sharma,Retail,South,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
15738,LEAD_108716,Google Ads,Amit Verma,Retail,West,2025-03-15 10:41:08.238817,2025-03-24 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
17171,LEAD_110593,Google Ads,Rohit Kapoor,Retail,South,2025-03-15 10:41:08.238817,2025-03-24 10:41:08.238817,2025-04-05 10:41:08.238817,2025-04-23 10:41:08.238817,2025-05-02 10:41:08.238817,Won,37777.0,1,1,1,1,9.0,12.0,18.0,9.0
2986,LEAD_100639,Linkedin,Amit Verma,Retail,Unknown,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
717,LEAD_102901,Google Ads,Amit Verma,Unknown,West,2025-03-15 10:41:08.238817,2025-03-24 10:41:08.238817,2025-03-30 10:41:08.238817,2025-04-12 10:41:08.238817,2025-04-14 10:41:08.238817,Lost,0.0,1,1,1,0,9.0,6.0,13.0,2.0
462,LEAD_115996,Referral,Priya Mehta,IT,West,2025-03-15 10:41:08.238817,2025-03-17 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
761,LEAD_106520,Facebook,Amit Verma,Finance,South,2025-03-15 10:41:08.238817,2025-03-20 10:41:08.238817,2025-03-27 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,7.0,,
16119,LEAD_111397,Nan,Rahul Sharma,Unknown,Unknown,2025-03-15 10:41:08.238817,2025-03-23 10:41:08.238817,2025-03-28 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,5.0,,
7449,LEAD_112326,Google Ads,Neha Singh,Healthcare,South,2025-03-15 10:41:08.238817,2025-03-18 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
6008,LEAD_116049,Website,Priya Mehta,Healthcare,Unknown,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
1408,LEAD_117470,Website,Amit Verma,IT,South,2025-03-15 10:41:08.238817,2025-03-23 10:41:08.238817,,,,Lost,0.0,1,0,0,0,8.0,,,
10015,LEAD_117631,Website,Rahul Sharma,IT,North,2025-03-15 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-25 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,6.0,,
8170,LEAD_117913,Linkedin,Priya Mehta,Unknown,North,2025-03-15 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-25 10:41:08.238817,2025-03-28 10:41:08.238817,2025-04-02 10:41:08.238817,Won,187006.0,1,1,1,1,4.0,6.0,3.0,5.0
8897,LEAD_109782,Referral,Rahul Sharma,Unknown,East,2025-03-15 10:41:08.238817,2025-03-21 10:41:08.238817,2025-03-25 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,4.0,,
8755,LEAD_100317,Facebook,Neha Singh,IT,North,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
1689,LEAD_104192,Facebook,Priya Mehta,Education,West,2025-03-15 10:41:08.238817,2025-03-21 10:41:08.238817,2025-04-02 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,12.0,,
16160,LEAD_104444,Google Ads,Rahul Sharma,IT,West,2025-03-15 10:41:08.238817,2025-03-22 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-11 10:41:08.238817,2025-04-17 10:41:08.238817,Won,67549.0,1,1,1,1,7.0,1.0,19.0,6.0
9403,LEAD_104943,Referral,Amit Verma,Finance,East,2025-03-15 10:41:08.238817,2025-03-24 10:41:08.238817,2025-04-06 10:41:08.238817,2025-04-09 10:41:08.238817,2025-04-18 10:41:08.238817,Lost,0.0,1,1,1,0,9.0,13.0,3.0,9.0
13489,LEAD_106018,Google Ads,Rohit Kapoor,Unknown,Unknown,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
15519,LEAD_117989,Website,Amit Verma,Education,West,2025-03-15 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-21 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,2.0,,
10763,LEAD_107129,Google Ads,Amit Verma,IT,North,2025-03-15 10:41:08.238817,2025-03-20 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
2822,LEAD_113832,Facebook,Nan,Healthcare,North,2025-03-15 10:41:08.238817,2025-03-19 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
13491,LEAD_108142,Linkedin,Priya Mehta,Finance,North,2025-03-15 10:41:08.238817,2025-03-16 10:41:08.238817,2025-03-28 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,12.0,,
4491,LEAD_116541,Referral,Priya Mehta,Unknown,South,2025-03-15 10:41:08.238817,2025-03-18 10:41:08.238817,2025-03-29 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,11.0,,
2802,LEAD_100066,Nan,Priya Mehta,IT,Unknown,2025-03-15 10:41:08.238817,2025-03-24 10:41:08.238817,2025-03-27 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,3.0,,
2876,LEAD_116366,Nan,Rahul Sharma,Healthcare,West,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
435,LEAD_109838,Referral,Amit Verma,Unknown,Unknown,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
6346,LEAD_108102,Website,Priya Mehta,Healthcare,South,2025-03-15 10:41:08.238817,2025-03-17 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
11437,LEAD_105728,Linkedin,Priya Mehta,Finance,East,2025-03-15 10:41:08.238817,2025-03-17 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
17083,LEAD_112809,Nan,Rahul Sharma,Education,Unknown,2025-03-15 10:41:08.238817,2025-03-20 10:41:08.238817,2025-03-22 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,2.0,,
7074,LEAD_104543,Google Ads,Priya Mehta,Unknown,North,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
4837,LEAD_111890,Google Ads,Priya Mehta,Unknown,East,2025-03-15 10:41:08.238817,2025-03-22 10:41:08.238817,2025-03-26 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,4.0,,
10594,LEAD_100364,Google Ads,Nan,Finance,Unknown,2025-03-15 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-24 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,5.0,,
7892,LEAD_108262,Facebook,Neha Singh,Education,East,2025-03-15 10:41:08.238817,2025-03-22 10:41:08.238817,2025-03-25 10:41:08.238817,2025-03-28 10:41:08.238817,2025-04-10 10:41:08.238817,Won,166464.0,1,1,1,1,7.0,3.0,3.0,13.0
2887,LEAD_103334,Google Ads,Amit Verma,Finance,West,2025-03-15 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-26 10:41:08.238817,2025-03-30 10:41:08.238817,2025-04-13 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,7.0,4.0,14.0
1858,LEAD_110697,Google Ads,Nan,Education,Unknown,2025-03-15 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16536,LEAD_114685,Referral,Neha Singh,Education,North,2025-03-16 10:41:08.238817,2025-03-17 10:41:08.238817,2025-03-31 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,14.0,,
14739,LEAD_112357,Referral,Amit Verma,Unknown,Unknown,2025-03-16 10:41:08.238817,2025-03-25 10:41:08.238817,2025-03-27 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,2.0,,
11224,LEAD_117176,Google Ads,Rohit Kapoor,Finance,Unknown,2025-03-16 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
6340,LEAD_104309,Facebook,Amit Verma,Healthcare,East,2025-03-16 10:41:08.238817,2025-03-18 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-25 10:41:08.238817,2025-04-06 10:41:08.238817,Won,14367.0,1,1,1,1,2.0,1.0,6.0,12.0
10602,LEAD_109714,Google Ads,Amit Verma,Retail,Unknown,2025-03-16 10:41:08.238817,2025-03-17 10:41:08.238817,2025-03-18 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-06 10:41:08.238817,Lost,0.0,1,1,1,0,1.0,1.0,5.0,14.0
6393,LEAD_107726,Nan,Rahul Sharma,Unknown,Unknown,2025-03-16 10:41:08.238817,2025-03-25 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
4955,LEAD_108864,Facebook,Amit Verma,Education,West,2025-03-16 10:41:08.238817,2025-03-22 10:41:08.238817,2025-03-24 10:41:08.238817,2025-03-25 10:41:08.238817,2025-03-31 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,2.0,1.0,6.0
6126,LEAD_114645,Referral,Amit Verma,Finance,West,2025-03-16 10:41:08.238817,2025-03-24 10:41:08.238817,2025-04-04 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,11.0,,
14843,LEAD_106484,Website,Rahul Sharma,Healthcare,Unknown,2025-03-16 10:41:08.238817,2025-03-23 10:41:08.238817,2025-03-30 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,7.0,,
14765,LEAD_110854,Website,Rohit Kapoor,Finance,Unknown,2025-03-16 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
13199,LEAD_103004,Facebook,Amit Verma,Unknown,North,2025-03-16 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-25 10:41:08.238817,2025-04-02 10:41:08.238817,2025-04-13 10:41:08.238817,Won,186530.0,1,1,1,1,3.0,6.0,8.0,11.0
265,LEAD_116701,Facebook,Priya Mehta,Education,South,2025-03-16 10:41:08.238817,2025-03-22 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
14685,LEAD_114664,Facebook,Amit Verma,Finance,Unknown,2025-03-16 10:41:08.238817,2025-03-18 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
14632,LEAD_117586,Nan,Priya Mehta,Retail,West,2025-03-16 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
6894,LEAD_111453,Website,Rohit Kapoor,IT,North,2025-03-16 10:41:08.238817,2025-03-18 10:41:08.238817,2025-03-29 10:41:08.238817,2025-04-08 10:41:08.238817,2025-04-14 10:41:08.238817,Lost,0.0,1,1,1,0,2.0,11.0,10.0,6.0
549,LEAD_114060,Website,Rohit Kapoor,IT,East,2025-03-16 10:41:08.238817,2025-03-20 10:41:08.238817,2025-03-27 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,7.0,,
5710,LEAD_113379,Facebook,Neha Singh,Healthcare,North,2025-03-16 10:41:08.238817,2025-03-19 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
17736,LEAD_114675,Google Ads,Priya Mehta,Retail,West,2025-03-16 10:41:08.238817,2025-03-19 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
15581,LEAD_109188,Facebook,Priya Mehta,Retail,East,2025-03-16 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-01 10:41:08.238817,2025-04-13 10:41:08.238817,2025-04-17 10:41:08.238817,Lost,0.0,1,1,1,0,7.0,9.0,12.0,4.0
10875,LEAD_103425,Google Ads,Rohit Kapoor,Healthcare,East,2025-03-16 10:41:08.238817,2025-03-24 10:41:08.238817,2025-03-31 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,7.0,,
890,LEAD_112210,Google Ads,Priya Mehta,Education,South,2025-03-16 10:41:08.238817,2025-03-21 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
11140,LEAD_112195,Referral,Amit Verma,Finance,East,2025-03-16 10:41:08.238817,2025-03-17 10:41:08.238817,2025-03-28 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,11.0,,
1725,LEAD_109624,Website,Priya Mehta,Retail,East,2025-03-16 10:41:08.238817,2025-03-22 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
17835,LEAD_104821,Facebook,Rohit Kapoor,Retail,South,2025-03-16 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
14652,LEAD_107167,Website,Amit Verma,Healthcare,West,2025-03-16 10:41:08.238817,2025-03-20 10:41:08.238817,2025-04-01 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,12.0,,
12638,LEAD_113973,Facebook,Nan,Retail,Unknown,2025-03-16 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
10008,LEAD_117623,Website,Neha Singh,Retail,South,2025-03-16 10:41:08.238817,2025-03-22 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
16281,LEAD_111592,Website,Amit Verma,Unknown,East,2025-03-16 10:41:08.238817,2025-03-17 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-08 10:41:08.238817,2025-04-22 10:41:08.238817,Lost,0.0,1,1,1,0,1.0,6.0,16.0,14.0
17828,LEAD_112950,Google Ads,Priya Mehta,Finance,North,2025-03-16 10:41:08.238817,2025-03-20 10:41:08.238817,2025-04-02 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,13.0,,
17500,LEAD_117957,Google Ads,Nan,Unknown,Unknown,2025-03-16 10:41:08.238817,2025-03-23 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
1326,LEAD_114391,Nan,Amit Verma,Finance,South,2025-03-16 10:41:08.238817,2025-03-24 10:41:08.238817,2025-04-07 10:41:08.238817,2025-04-09 10:41:08.238817,2025-04-10 10:41:08.238817,Lost,0.0,1,1,1,0,8.0,14.0,2.0,1.0
4658,LEAD_107659,Google Ads,Priya Mehta,Retail,West,2025-03-16 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
3507,LEAD_104672,Facebook,Nan,Education,North,2025-03-16 10:41:08.238817,2025-03-21 10:41:08.238817,2025-03-29 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,8.0,,
13942,LEAD_117089,Google Ads,Amit Verma,Retail,South,2025-03-16 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
12453,LEAD_112219,Facebook,Neha Singh,Education,South,2025-03-16 10:41:08.238817,2025-03-21 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
1511,LEAD_105909,Website,Priya Mehta,Healthcare,East,2025-03-16 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
10000,LEAD_110047,Nan,Amit Verma,Healthcare,Unknown,2025-03-16 10:41:08.238817,2025-03-21 10:41:08.238817,2025-03-25 10:41:08.238817,2025-03-27 10:41:08.238817,2025-04-10 10:41:08.238817,Lost,0.0,1,1,1,0,5.0,4.0,2.0,14.0
13724,LEAD_105739,Google Ads,Neha Singh,Healthcare,East,2025-03-16 10:41:08.238817,2025-03-17 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-10 10:41:08.238817,2025-04-15 10:41:08.238817,Lost,0.0,1,1,1,0,1.0,6.0,18.0,5.0
11821,LEAD_115057,Website,Rahul Sharma,Finance,South,2025-03-16 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
